,pub_year,title,link_url
0,2020,코로나19와 환경보건  당면한 과제와 전망,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10443828
1,2020,새로운 진앙지로 떠오른 라틴아메리카 코로나19 극복 가능한가,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10476866
2,2020,코로나 위기 한국판 뉴딜 그리고 교통 · 물류 부문 응전應戰,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484639
3,2020,코로나바이러스감염증 2019코로나19 확산과 대기 중 PMSUBgt;10SUBgt; 및 PMSUBgt;25SUBgt; 농도 변화 간의 연관성 대구광역시 사례 분석,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484169
4,2020,코로나19 시대에 예수님의 강생 묵상  하나에 통하면 모든 것에 통한다,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10480044
5,2020,포스트 코로나 시대 위기를 기회로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484370
6,2020,코로나19 정보와 여행 의사결정과정에 관한 연구  목표지향적 행동모형을 활용하여,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10480390
7,2020,앙트러프러너십과 변혁적 리더십이 취·창업 인식에 미치는 영향 연구  코로나 19 사회적 이슈의 매개효과,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484184
8,2020,어린이집의 코로나19 대응 현황과 어려움에 관한 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482430
9,2020,장애아통합어린이집의 코로나19 대응 관련 원장의 어려움과 지원요구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482424
10,2020,코로나19 펜데믹 상황과 아시아 선교,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484262
11,2020,컨테이젼gt;과 코로나19의 위험사회론 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482970
12,2020,교회의 5대 본질적 기능 재고찰을 통한 포스트 코로나 교회론,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10479801
13,2020,신종 코로나바이러스 발생에 따른 경제위기 평가에 대한 비개인적 영향가설 검증 경제단위와 평가시점에 대한 지각분화를 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10481831
14,2020,코로나19 상황에서 온라인 원격수업 질적 향상을 위한 학습자 인식 조사  통번역 과목 수강 학부생 설문 조사를 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10481761
15,2020,포스트 코로나 시대의 안전한 학교에 대한 소고,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482000
16,2020,코로나 전염병 위기와 의료자원분배의 우선순위에 대한 법적 고찰  독일의 논의를 중심으로 ,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10480175
17,2020,코로나 펜데믹으로 인한 운동제약 환경에서 노인 테니스 참가자가 지각하는 운동자기효능감이 운동만족과 운동지속의지에 미치는 영향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482354
18,2020,인지의미론을 통한 비판적 프레임 분석  〈조선일보〉와 〈한겨레〉의 코로나19 관련 중국어기사 헤드라인을 대상으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482993
19,2020,코로나19로 인한 비자발적 대학 온라인 강의에 대한 만족도 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10481889
20,2020,코로나 19 노인만 격리하는 정책은 타당한가,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10480177
21,2020,프랑스 의료생명윤리 논의의 사회적 확산  코로나 19 전후 보건생명과학윤리 국가자문위원회CCNE 활동을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10480176
22,2020,20세기 초 스페인 독감과 2020년 코로나19가 아프리카 지역에 끼친 영향에 대한 비교분석과 생태선교적 제언,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484263
23,2020,팩트체크 현황과 이슈에 대한 네트워크 분석  코로나19를 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10479710
24,2020,코로나19 사태로 인한 뉴노멀 시대의 목회,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484264
25,2020,코로나바이러스감염증19COVID19 확산 이후 밀키트에 대한 소비자의 인식에 관한 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10480330
26,2020,신종 코로나바이러스감염증 사태로 본 임금체불의 문제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482213
27,2020,코로나19 시대 니버의 상징론에 대한 소고 상징과 기독교 윤리,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484261
28,2020,STORY amp; LIFE 코로나 방역용 국민 개인정보 엄격히 다뤄야,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484416
29,2020,한전 기자재 협력사들과 품질 향상 위한 이슈 공유  포스트 코로나 대비 한전기자재 협력사 통합 품질 워크숍 개최 품질현안 이슈 공유 및 정책개선 의견수렴을 통한 상생발전 도모,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484396
30,2020,이현주의 취재 일기 코로나보다 위험한 지구  환경의 미래,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477938
31,2020,교회 이야기 포스트코로나 시대 위기가 기회이다 하늘빛감리교회,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477918
32,2020,코로나19 이후 여행시장 변화와 전망,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484480
33,2020,코로나19 이후 관광정책 대응 전략 웹세미나  포스트 코로나19 관광정책의 방향을 논의하다,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484485
34,2020,전시 위드 코로나 시대의 풍경 온라인 전시회,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475959
35,2020,고등학생의 코로나19 예방행위 영향요인,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478135
36,2020,코로나19 이후 국제회의업 생태계 변화와 향후 전망,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484482
37,2020,좌담회  코로나19 이후 관광산업의 미래 변화와 정책 방향 모색,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484479
38,2020,코로나 바이러스 감염증19 유행 상황으로 인한 초기아동 부모의 건강증진행위 영향요인,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478140
39,2020,대구지역 간호 학생의 코로나19 팬데믹 경험,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478160
40,2020,정책정보 코로나 TF 관광 분야 지표 동향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484489
41,2020,독일 코로나19 이후 독일 장애인 노동시장 현황 및 노동정책,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477218
42,2020,코로나 바이러스의 예방과 치료,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10481970
43,2020,일본 일본의 코로나19를 둘러싼 상황과 정부의 장애인 지원,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477220
44,2020,한국 코로나19와 한국의 장애인 고용정책,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477222
45,2020,호주 코로나 19에 대응한 호주의 장애인 고용,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477221
46,2020,코로나19에 대응하는 프랑스 관광산업 대응전략,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10484487
47,2020,미국패권의 조력자 혹은 다자주의 촉진자  코로나 19를 둘러싼 국제사회의 패권경쟁과 국내 언론의 담론정치,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475853
48,2020,코로나19가 야기한 프랑스의 정치 · 경제 · 사회적 문제에 대한 최신 연구 소개,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482462
49,2020,정보공개법상 개인정보 보호와 공익의 조화  코로나19 팬데믹하에서의 프라이버시 침해를 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475857
50,2020,프랑스의 소득보장과 코로나19 위기에 대한 정책대응,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482458
51,2020,코로나19 위기대응  독일과 오스트리아 사례,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482459
52,2020,이탈리아의 소득보장과 코로나19 위기에 대한 정책대응,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482457
53,2020,스페인의 소득보장과 코로나19 위기에 대한 정책대응,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10482456
54,2020,기고 한의학적 관점에서 본 코로나19 바이러스와 면역력 증진,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10476955
55,2020,코로나19 위기와 사회경제체제 전환 모색,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477018
56,2020,기업과 노동시장 참여자의 코로나19 위기대응 양상,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477017
57,2020,코로나19 확산 이후 국가별 정책대응과 고용지표 현황,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477019
58,2020,통계로 보는 세상이야기  코로나편 코로나19 이후 통행 데이터로 본 세상  비행기 · 고속철도 이용량 감소 ··· 영화관 매출 저하 기인_서울 강남 · 경기 판교 이동량 줄어 ··· IT직군 발빠른 대처,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475745
59,2020,코로나19 이후 생활업종별 사업자 수 변화,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477021
60,2020,코로나 위기 속의 경제 활성화 정책,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475365
61,2020,ZOOM UP  한전KDN 비대면Untact 원격 감사기법 도입  자체개발 청백e감사시스템 활용 온라인 원격감사로 전환_온라인 활용 시스템으로 포스트코로나 감사업무 효율성 증대,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10447162
62,2020,코로나19와 지구화의 변화,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10443189
63,2020,코로나와 신자유주의 그리고 코로나 세대의 연극,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478403
64,2020,코로나바이러스감염증19의 확산과 식량 및 기타 상품의 수출규제에 관한 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477873
65,2020,코로나 19 사태로 바라본 음악대학 교육의 실태 보고 비대면 학습의 문제점과 대처 방안을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10445816
66,2020,포스트 코로나 시대 뮤지엄 온라인 전시 유형에 관한 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10445815
67,2020,코로나19와 신흥안보의 복합지정학  팬데믹의 창발과 세계정치의 변환,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10443889
68,2020,ZOOM UP  한국원자력안전기술원 2020 대한민국 소비자대상 사회적가치 실현 부문 수상  사회적가치 실현 협업체계 구축 지역 특화 사회공헌 기여_다양한 사회가치 분야 활동··· 코로나19 극복 손길도 꾸준,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10447184
69,2020,정책제안 마이스업계와 코로나19,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477250
70,2020,코로나19와 한국 사회  정치 경제 사회 젠더 통일안보 분야,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10442597
71,2020,위드 코로나 시대 주민자치의 모습은 언택트 시대를 온택트로 돌파,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475247
72,2020,코로나19와 한국교회,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10442598
73,2020,코로나19시대 공적 연금의 역할은,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477340
74,2020,코로나 시대 웹web기반 유아부모 세대통합 예배 전략과 실제 기독교 유아사회정서인성 개발 프로그램을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478967
75,2020,코로나19 대응 거버넌스의 성공 요인에 관한 탐색적 연구 성과중심적 거버넌스 모형을 활용하여,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10442637
76,2020,국가 감염병 공동Ramp;D전략 수립을 위한 분류체계 및 정보서비스에 대한 연구 해외 코로나바이러스 Ramp;D과제의 분류모델을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10446045
77,2020,작업치료 전공 학생들의 코로나19로 인한 실습 중단 경험 현상학적 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10443260
78,2020,포스트 코로나 시대의 불교음악과 그 대안,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477476
79,2020,4차 산업혁명이 의료관광과 건강증진에 미치는 영향 코로나바이러스의 먹거리 안전성 조절효과,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10479758
80,2020,코로나19의 미국 면세산업 영향 분석,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477742
81,2020,리차드 오스머의 기독교교육 사상과 포스트 코로나 기독교교육에 대한 함의  교수사역과 실천신학적 접근을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475629
82,2020,미디어 이슈를 통해 본 포스트 코로나 시대의 도서관 서비스 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10444461
83,2020,코로나19 이후 원격 주주총회 제도화에 대한 소고,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10476883
84,2020,코로나19사태와 자동차 산업의 미래  한국 자동차 산업을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10445813
85,2020,초국경 환경오염 관련 국가의 책임과 코로나19 바이러스 유출 사태의 적용,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477139
86,2020,포스트 코로나바이러스 시대의 죽음 이해 하이데거와 사르트르를 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10447031
87,2020,A phylodynamic analysis of epidemiological situation of East Asia due to the coronavirus disease of 2019,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10476683
88,2020,코로나19 발생에 따른 장애인 지원 현황과 정책 과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10476911
89,2020,코로나 위기에 대한 신화적·인문학적 성찰  〈손님굿〉 신화 속 질병신의 속성과 인간의 대응을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10446683
90,2020,코로나19 팩트체크 기사와 해설 기사의 차이에 대한 탐색적 연구 맥락성과 투명성을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10445331
91,2020,코로나 19 이후 시대를 대비하는 자기명료화를 위한 온라인 진로교육 프로그램 개발에 관한 탐색적 접근,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10444209
92,2020,면역리허설 2  베르톨트 브레히트의 거리두기 효과 극대화를 위한 연출과 연기술 연구 코로나 바이러스Covid19 中心으로  불편함의 미학,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478417
93,2020,동학정신과 코로나19 이후 미래사회,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477481
94,2020,코로나19 이후 새로운 기독교 통일교육 과정 개발에 관한 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478969
95,2020,실학여행 코로나19 시대의 문제적 인물,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477263
96,2020,지자체장 인터뷰 코로나도 막지 못하는 인천의 슈퍼강호 1등 자치구 수장의 힘찬 발걸음  이강호 인천광역시 남동구청장,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475253
97,2020,코로나 아웃마케팅,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10476184
98,2020,위드 코로나19with COVID19 시대 함께 할 준비 되셨나요,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475259
99,2020,제1주차 “로컬의 재발견 코로나 시대의 도시와 경제”  “Art Today; Interdisciplinary Alchemist”  도시와 공공미술 ,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10476258
100,2020,기획노트 2020 밀양공연예술축제  코로나19요 전쟁 중에도 연극은 했습니다,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478414
101,2020,위드with 코로나 시대 질병 위기와 공동체,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478507
102,2020,좌절된 코로나위기 극복을 위한 원포인트 노사정 교섭과 민주노총의 과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10445745
103,2020,코로나19 이후 재난에 대응하는 사회복지관의 기능강화 방안,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478510
104,2020,코로나 19 서울시 사회서비스 대응의 성과와 과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478509
105,2020,지역뉴스 부문_제141회 이달의 방송기자상 부실한 항만 방역 코로나19에 뚫려버린 부산항  〈감천항 러시아 선박 코로나19 집단 확진 단독 연속보도〉2020년 6월 22일25일 30일 7월 6일 보도 KNN 황보람 김민욱 정성욱 기자,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09873382
106,2020,정책제안 코로나 이후 중소기업 Ramp;D 지원 방향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477249
107,2020,코로나19와 정상적인 사회,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10445743
108,2020,코로나19COVID19 극복방안과 일차대응 의료시스템 구축,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475700
109,2020,코로나19 시대 원격의료 반드시 필요한가,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475705
110,2020,해외통신원 소식 코로나가 통행행동에 미치는 영향  네덜란드의 사례,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10476021
111,2020,코로나 시대의 작은 희망,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874156
112,2020,코로나19 재가노인복지시설의 대응과 과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478512
113,2020,코로나19가 깨워낸 언택트 콘텐츠 그 가능성과 한계,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10445692
114,2020,국가의 말 한일 코로나 위기 대처를 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10292372
115,2020,코로나19의 딜레마 프라이버시 vs 방역의 효율 스마트 방역 시대의 프라이버시 논란,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10441353
116,2020,코로나 시대 사회복지 현장의 증언과 기록 “생활시설의 대응과 과제”,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10478511
117,2020,코로나19 이후 주요 사회변화와 정보보안 이슈 분석,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09910486
118,2020,코로나19가 미국인들의 정신건강에 미친 영향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475392
119,2020,코로나19 위기  미국 노동시장에 미친 영향 및 정책대응,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475390
120,2020,부산 글로벌 전자상거래 해상물류 허브 구축  코로나 사태로 급성장하는 글로벌 전자상거래 대응 부산 전략,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475511
121,2020,코로나 시대를 마주하는 뮤지엄 운영환경의 현실과 대응 방안,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874294
122,2020,코로나19 대응 원격교육을 위한 온라인 음악 콘텐츠 활용실태와 교사인식,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10479197
123,2020,KOTI NEWS 원내행사_「개원 34주년 기념 “포스트 코로나 교통물류부문의 미래” 세미나」 개최,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10476018
124,2020,포스트 코로나 시대 영화관과 영화산업 전망,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874295
125,2020,코로나 이후의 클래식 공연,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874297
126,2020,위기의 계보학으로 읽는 코로나 시대의 연극,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874296
127,2020,수정판코로나 19와 한국농업 위협 기회 대책,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10476823
128,2020,코로나 사태로 급해진 민주주의 패러다임의 변화 자유주의와 공동체주의의 조화를 향해,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09933877
129,2020,외국의 코로나 대응 경제정책,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10328981
130,2020,바야흐로 코로나 시대,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10446426
131,2020,코로나의 철학적 도전 안전인가 아니면 자유인가,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09933876
132,2020,코로나 사태 이후의 국제정치 변화,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09933880
133,2020,포스트 코로나 뉴노멀과 신문명 패러다임,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09933878
134,2020,코로나19의 도전과 응전,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09933873
135,2020,코로나 이후의 세계를 맞이하는 방법,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874079
136,2020,코로나와 아시아의 타자화,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874076
137,2020,소셜네트워크 빅데이터를 활용한 코로나 19에 따른 프로야구 관람문화조사,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10014723
138,2020,포스트 코로나 시대 먹거리 패러다임의 변화와 대응,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475325
139,2020,코로나19 팬데믹pandemic과 복지국가의 정치경제학  위기 이후 복지국가의 길들,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09807380
140,2020,코로나19 팬데믹과 국가,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09872533
141,2020,프로스포츠 팬의 코로나 19 스트레스 평가와 향후 관람의도의 관계에서 스트레스 대처전략의 매개효과 검증,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09806710
142,2020,프로스포츠 팬의 팀 동일시와 코로나 19에 대한 스트레스 대처행동 향후 경기관람의도의 영향 관계,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09807424
143,2020,코로나19의 제약을 견디는 사람들  공동체의식 사회적 책임의식 및 자기오락화 역량을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09873940
144,2020,중국의 코로나19가 애플리케이션 사용추세에 미치는 영향 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09871934
