,pub_year,title,link_url
145,2020,코로나 이후 종교심과 신앙 감각의 새로운 변화,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09417594
146,2020,코로나 시대의 시민사회,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09933881
147,2020,포스트 코로나 재정 유지 가능성 관리의 중요성,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10328979
148,2020,축소지향의 생존전략 뉴노멀 시대의 한국영화  코로나 이후 한국영화산업의 변화에 대해,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874093
149,2020,코로나19와 가치 일반화,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10446424
150,2020,코로나 위기 기술적 해결책의 한계,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874078
151,2020,코로나 사태는 미중관계의 변곡점이 될 것인가,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874077
152,2020,코로나19 시대 지방재정의 진로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10328980
153,2020,코로나19 확산세 심각 정부가 서둘러야 하는 과제는2020 8 24,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09873626
154,2020,국민의 위기 코로나 기업의 기회 코로나,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874043
155,2020,월터 브루그만의 『다시 춤추기 시작할 때까지 코로나 시대 성경이 펼치는 예언자적 상상력 코로나19 시대에 구약학자가 준 고마운 선물,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415676
156,2020,닫힌 극장문과 열린 안방문  코로나가 바꾼 미국의 영화 환경 변화,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874094
157,2020,포스트 코로나 시대의 세계 경제 변화와 대응 방향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09933875
158,2020,포스트코로나 시대 한국 동화의 도전  개성적 인물의 창조로 아동문학 펼치기,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10479113
159,2020,포스트 코로나와 재정 대응 및 과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10328978
160,2020,코로나19가 건설산업에 미치는 영향 및 대응방안,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09417492
161,2020,포스트코로나 시대 동시의 전회SUPgt;轉回SUPgt;,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10479112
162,2020,한국사회 코로나 불평등의 위계,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874075
163,2020,코로나19의 과학과 인포데믹,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09933882
164,2020,정책제안 포스트 코로나 시대를 대비하는 지역축제의 방향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10328991
165,2020,코로나 이후의 삶,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10446423
166,2020,관광 정보 매체와 국내 관광의 영향에 관한 연구 코로나19와 TV 프로그램을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475804
167,2020,포스트코로나 시대 비대면 공연예술의 전망과 과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475444
168,2020,장애대학생의 관점에서 살펴본 코로나 사태에 따른 비대면 수업의 실태와 문제점,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09871668
169,2020,국민이 전망한 코로나 이후 미래 사회,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475327
170,2020,코로나19 이후 세계 질서와 글로벌 가치사슬의 변화,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475318
171,2020,코로나 19로 인한 비대면 교양영어 수업의 학습자 반응에 관한 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09871960
172,2020,포스트 코로나 시대  이동 패러다임의 변화,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475326
173,2020,국가의 거리  코로나19와 장애인의 삶 그 현황과 대책,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09807382
174,2020,코로나 19 이후 교양 교육 방향 탐색,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09871955
175,2020,코로나 뉴노멀New Normal시대 지역사회복지의 변화와 방향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09873547
176,2020,코로나19 바이러스와 같은 감염병 검사를 위한 바이오 진단 기술의 연구동향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09873414
177,2020,코로나가 촉발한 언택트 소비트렌드와 미래 전망,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475320
178,2020,코로나19 시대의 가격급등에 대한 공정거래위원회의 역할  보건용 마스크 사례를 중심으로 ,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09910148
179,2020,코로나19의 창조신학,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09874215
180,2020,코로나19의 사회영향과 SDGs 대응과제  한 · 중 · 일을 중심으로 ,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09871933
181,2020,코로나19로 인한 경기침체와 재정의 역할,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10328977
182,2020,코로나19 사회적 사태를 경험한 65세 이상 노인들의 정서적 변화에 대한 현상학적 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10014726
183,2020,위드 코로나 시대에 민낯을 드러내는 불평등 사회,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10441300
184,2020,코로나 일상과 이후의 교회 신자 생활,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09417596
185,2020,코로나19와 사회이론 바이러스 사회적 거리두기 비말을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10477843
186,2020,코로나 19에 대응하는 사회복지 실천현장에서의 서비스에 관한 토론,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09873783
187,2020,코로나19 이후 국제통상질서의 변화와 통상규범의 발전 방향에 대한 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09871821
188,2020,코로나 팬데믹 시대의 평신도 신앙을 발견하다,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09417595
189,2020,코로나19 대응조치의 통상법·정책적 쟁점,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09871819
190,2020,코로나바이러스감염증19 대응 및 회복에 대한 UNCITRAL의 견해,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09871818
191,2020,코로나19 팬더믹과 공항산업 회복 방안,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10446149
192,2020,포스트 코로나 시대의 기후변화대응과 한국판 그린 뉴딜,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475321
193,2020,코로나가 불러온 경제 위기 재정의 역할은,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10328976
194,2020,정책제안 코로나 시대 기본소득이 답이다,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10328988
195,2020,포스트 코로나 시대의 디지털 전환과 언택트 혁신,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475323
196,2020,정책포커스 포스트 코로나 시대 생명·건강의 아이콘이 되다,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10328983
197,2020,작품 마스크를 쓴 코로나 박쥐들 외 4편,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10441386
198,2020,코로나 예방 숙제 외 1편,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09875018
199,2020,코로나 부음,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09933872
200,2020,정부 최저 금리 수준으로 금융 지원 나선다  코로나 19 피해 관련 유휴시설 유지에 03 수준의 융자 지원,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09871419
201,2020,코로나 19 외 1편,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09875020
202,2020,코로나 19 발생 이후 호스피탈러티 전공 수강생들의 수업 이해도와 만족도 분석 호스피탈러티기업분석론 수강생을 대상으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09872522
203,2020,포스트 코로나 시대의 디지털 트랜스포메이션과 한국에의 시사점,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10475319
204,2020,코로나 시대 가정폭력은 증가했을까,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10441563
205,2020,감염병코로나19에 대한 노동자직장인의 심리상담 사례,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10441458
206,2020,특별기고 2020년 후쿠시마에서 코로나 재해를 생각한다,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09417064
207,2020,“포스트 코로나 철강업계 대응방향”,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09873468
208,2020,코로나바이러스COVID19 감염에 대한 일반대중의 두려움과 심리 사회적 경험이 우울 불안에 미치는 영향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10441486
209,2020,코로나 19의 두 얼굴 도전과 성장,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10441452
210,2020,코로나 블루 예방을 위한 전화상담이 대학생의 우울과 주관적 안녕감에 미치는 효과,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10441559
211,2020,EP NEWS 한전 코로나19 위기 극복 위한 중소기업 판로개척 앞장 외,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09410760
212,2020,대한전기학회 2020년 제51회 대한전기학회 하계학술대회 개최  1200여편 논문 발표 및 13개 전문 워크숍 열려_코로나19 여파로 개인방역 및 사회적거리두기 충실_전문워크숍 · 패널 토론 · 학술발표회 등 다채로운 발표,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09410732
213,2020,PHOTO NEWS 2020 국제그린에너지엑스포 성료 그린뉴딜 이정표 제시  한국판 그린뉴딜의 새로운 산업 · 트렌드 확인_코로나 방역대책 수립 안전한 전시회 주력,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09410759
214,2020,코로나19 이후 평생교육 과제와 전망,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415771
215,2020,포스트 코로나 시대의 교육에 대한 사유SUPgt;思惟SUPgt;,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415773
216,2020,코로나COVID19에 따른 항공산업의 위기관리와 과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09412552
217,2020,제이슨 솅커 〈코로나 이후의 세계〉,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09410817
218,2020,개발협력의 관점에서 본 코로나19의 영향과 대응방안,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09873709
219,2020,코로나19 대응 농업·농촌부문 영향과 대응과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09413064
220,2020,포스트 코로나 시대 국가사회 디지털 대전환,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09410812
221,2020,코로나19 이후 교육을 돌아보다,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415772
222,2020,특허 소식 세계 지식 재산 5대 강국IP5 코로나19 위기 공동 대응키로 외,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415819
223,2020,코로나19에도 이어진 위법하고 위험한 요양노동실태,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09411215
224,2020,교계 포커스 도래한 포스트 코로나 과거에 갇힌 교회,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09380148
225,2020,정책제안 코로나19를 통해 본 지방의회의 역할과 과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415780
226,2020,정책제안 코로나 시대 노인복지의 방향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415779
227,2020,KSME 오피니언 코로나19 이후 뉴 노멀 시대의 과학 기술,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415802
228,2020,코로나19와 사회복지관의 대응과 과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09411213
229,2020,코로나19 신종감염병과 병원노동 현장,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09411212
230,2020,코로나19와 보피스BOPIS 마케팅,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09413715
231,2020,코로나19 시대 장애인거주시설 현장,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09411214
232,2020,미국 주SUPgt;州SUPgt;의회의 코로나19 대응을 위한 초 · 중등교육 분야 입법 동향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415774
233,2020,코로나19 동선공개에 대한 법적 고찰  개인정보 및 사생활 침해의 문제를 중심으로 ,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09412604
234,2020,코로나19가 관광레저활동에 미치는 인식 차이 분석,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09417246
235,2020,포스트 코로나 시대 건축정책 방향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09382216
236,2020,코로나19 이후 새로운 기준의 건설,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09382217
237,2020,미국의 원격의료에 관한 고찰  코로나 19 대처에 대한 시사점을 중심으로 ,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09412613
238,2020,학생기자단 기사 포스트 코로나 시대 우리의 건축은 어떻게 나아가야 할까,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09382224
239,2020,코로나19 이전2019과 이후2020에 항공사와 직원 관련 언론사 뉴스 기사 비교분석,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09409728
240,2020,국회입법조사처 〈코로나19 대응 종합보고서〉,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09410816
241,2020,온라인 미술교육을 통해 살펴본 포스트 코로나 시대 미술교육 변화에 관한 사례연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09872051
242,2020,코로나19로 인한 대학생들의 라이프 스타일 변화 경험에 대한 현상학적 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09411885
243,2020,코로나 사태 이후의 여성신학  투명함 종교의 예언자적 역할에 대한 요구 ,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09413676
244,2020,코로나19에 따른 대학 교양체육 실기수업의 온라인 수업 운영과 강사의 어려움에 대한 질적 사례 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09414150
245,2020,코로나19 관련 위약금 분쟁의 국내동향과 시사점,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09413066
246,2020,코로나19 시대 페스트 팬데믹의 역사를 읽다  신규환 『페스트 제국의 탄생 역사공간 2020년,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09381601
247,2020,CEO COLUMN 힘든 코로나시대 사이다 같은 中企 지원시스템이 절실하다,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09412655
248,2020,코로나19COVID19 사례로 본 신종 생물무기의 개발 및 생산 가능성,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09412247
249,2020,코로나19 원격 교육에서 외로움과 유튜브 과다사용이 대학생활적응에 미치는 영향에 대한 탐색적 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09412327
250,2020,영상취재 부문_제139회 이달의 방송기자상 코로나19 최전선의 기록  〈시사기획 창 코로나19 최전선의 기록〉 2020년 4월 11일 보도 KBS 최재혁 정형철 기자,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09365203
251,2020,포스트 코로나 시대  코로나가 바꾼 취재 환경,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09365196
252,2020,코로나19 이후의 뉴 노멀 건설산업,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09382218
253,2020,코로나19가 건설산업에 미친 영향과 과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09412525
254,2020,포스트 코로나 시대의 해외건설 대응방안,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09412527
255,2020,코로나를 통해 드러난 교육의 과제와 전망,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415768
256,2020,코로나 이펙트  팬데믹과 기술 중심 사회에서의 교육적 위기와 기회,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415770
257,2020,2020 전기학회 하계학술대회 코로나 위기 뚫고 철통 방역 개최 성공“역대 최대 규모” 외,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09413599
258,2020,코로나로 인해 무급휴직 한 경우 지원금 가능,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09873687
259,2020,코로나19 감염병 사태의 지방재정 파급효과 분석 지역경제 위기와 지방세입 전망을 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09380114
260,2020,코로나19 관련 중국의 관광정책 동향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415643
261,2020,코로나19가 프랑스 경제에 미친 영향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09412565
262,2020,포스트 코로나19 관광산업 회복을 위한 정책 방향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415634
263,2020,포스트 코로나 시대 관광산업 뉴딜 정책 방향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415629
264,2020,관광분야의 코로나 쇼크 BSI CSI를 중심으로,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415646
265,2020,코로나19를 통해 본 미국의 인종별 격차 문제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09412563
266,2020,좌담회  코로나 19 이후 관광 변화와 대응 과제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415636
267,2020,코로나19에 대응한 관광산업 재정지원,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415632
268,2020,코로나19 관련 대만의 관광정책 동향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415644
269,2020,코로나19 관광기업 투자유치 전략과 방향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415637
270,2020,제7차 한·중 국제관광 온라인세미나 코로나19 관광정책의 전환을 모색하다,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415641
271,2020,코로나19 거점병원에서 제기된 병원 내 근로자의 노동관계법상 법률문제에 관한 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09371254
272,2020,코로나19에 따른 관광시장 전망,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415631
273,2020,코로나19 대응 관광산업 민 · 관 협력,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415635
274,2020,지방정부의 코로나19 대응 사례 서울시 정책 동향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415638
275,2020,포스트 코로나19 관광산업 고용지원 정책 방향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415633
276,2020,코로나19 관련 태국의 관광정책 동향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415645
277,2020,포스트 코로나 시대 국가대응정책 및 긴급재난문자 발전 방향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09414237
278,2020,코로나19로 인한 국제정세의 변화와 서울시 도시외교 전략,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09369906
279,2020,코로나19로 인한 디지털커머스 마케팅 변화에 대한 분석,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415014
280,2020,딥러닝을 이용한 코로나 챗봇,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415023
281,2020,코로나19 관련 일본의 관광정책 동향,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415642
282,2020,코로나 위기와 공공성의 사회적 공간의 확장,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09369823
283,2020,코로나 이후의 시대에 분명한 것,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09369822
284,2020,포스트 코로나 세계 관광시장의 변화 전망,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09415630
285,2020,코로나19 이후의 수산식품 수출확대 방안,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09380387
286,2020,코로나 극복이 불평등 심화로 귀결되지 않으려면,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09369825
287,2020,특집포스트코로나 시대의 국토이슈와 대응 방향을 읽고 외,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09370047
288,2020,코로나 위기극복과 수요진작 정책,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09369824
289,2020,머신러닝을 활용한 코로나 바이러스 생활방역 서비스,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09414943
290,2020,코로나19로 또래와 단절된 아동을 위한 인공지능 낙서 로봇 제안,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09414921
291,2020,대한전기협회 전기계 기능인력 양성 멈추지 않는다  하반기 지중송전 특화교육 신설 필요 인력 적기 수급_코로나 철저 대비 기술자격증 갱신 연장 등 피해 구제,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09365844
292,2020,코로나19 관련 사이버 공격 사례분석을 통한 보안 연구,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09371981
293,2020,정책제안 코로나19 이후 시대의 뉴노멀,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09381889
294,2020,코로나 19와 도시계획,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09370457
295,2020,외국정책사례 코로나 시대의 독일의 공동체 지키기,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09381892
296,2020,이슈대담 코로나19 이후 전력생태계 어떻게 변할까  분산자원 확대 등 문제 당면  가상발전소 대안될 수 있어  석탄발전 감축 노력 필요  인식 공유 통해 해결해야,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09365539
297,2020,뉴질랜드 코로나19 발생현황과 대응전략,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09381336
298,2020,코로나19 경제위기의 영향과 신앙적 교훈,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09369525
299,2020,위기의 프레임으로 읽는 코로나 시대의 연극,http://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE09366321
